SUBSTANCE(S) ACTIVE(S),P.COMM,SOCIÉTÉ,FABRICANT,SUBSTANCE_ACTIVE_1,SUBSTANCE_UNIT_1,SUBSTANCE_Corr_1,SUBSTANCE_ACTIVE_2,SUBSTANCE_UNIT_2,SUBSTANCE_Corr_2,SUBSTANCE_ACTIVE_3,SUBSTANCE_UNIT_3,SUBSTANCE_Corr_3,SUBSTANCE_ACTIVE_4,SUBSTANCE_UNIT_4,SUBSTANCE_Corr_4,SOCIÉTÉ_CANONIQUE,FABRICANT_CANONIQUE,Status_Glb
FLUOXASTROBINE + TEBUCONAZOLE,EVITO T,EL MOUSSEM AGRICOLE,ARYSTA LIFESCIENCE/UPL,FLUOXASTROBINE,FLUOXASTROBINE,FLUOXASTROBINE,TEBUCONAZOLE,TEBUCONAZOLE,TEBUCONAZOLE,,,,,,,EL MOUSSEM,ARYSTA LIFESCIENCE UPL,
FLUOXASTROBINE + PROPAMOCARB HYDROCHLORIDE,EVITO P,EL MOUSSEM,ARYSTA LIFESCIENCE/ UPL,FLUOXASTROBINE,FLUOXASTROBINE,FLUOXASTROBINE,PROPAMOCARB HYDROCHLORIDE,PROPAMOCARB HYDROCHLORIDE,PROPAMOCARB HYDROCHLORIDE,,,,,,,EL MOUSSEM,ARYSTA LIFESCIENCE UPL,
FLUOXASTROBINE,EVITO 480 SC,EL MOUSSEM AGRICOLE,ARYSTA LIFESCIENCE/UPL,FLUOXASTROBINE,FLUOXASTROBINE,FLUOXASTROBINE,,,,,,,,,,EL MOUSSEM,ARYSTA LIFESCIENCE UPL,
FLUPYRADIFURONE,SIVANTO PRIME 200 SL,ATLAS AGRICOLE,BAYER A.G,FLUPYRADIFURONE,FLUPYRADIFURONE,FLUPYRADIFURONE,,,,,,,,,,ATLAS,BAYER A G,
FLUROXYPYR,KEYNYL HERBICIDE EC,ETSMEZGHANI,INDUSTRIALQUIMICAKEY,FLUROXYPYR,FLUROXYPYR,FLUROXYPYR,,,,,,,,,,ETSMEZGHANI,INDUSTRIALQUIMICAKEY,
FLUROXYPYR +CLOPYRALID,KINVARA ME,AGRIPROTEC,BRACLAY,FLUROXYPYR,FLUROXYPYR,FLUROXYPYR,CLOPYRALID,CLOPYRALID,CLOPYRALID,,,,,,,AGRIPROTEC,BRACLAY,
FLUROXYPYR +CLOPYRALID,VEGA EC,AGRIMED DISTRIBUTION,SHARDA CROPCHEM,FLUROXYPYR,FLUROXYPYR,FLUROXYPYR,CLOPYRALID,CLOPYRALID,CLOPYRALID,,,,,,,AGRIMED DISTRIBUTION,SHADRA CROPCHEM,
FLUROXYPYR (ESTER1-METHYLHEPTYL),FLUROSTAR 200,AGROSYSTEMES,GLOBACHEM,FLUROXYPYR (ESTER1-METHYLHEPTYL),FLUROXYPYR (ESTER1-METHYLHEPTYL),FLUROXYPYR (ESTER1-METHYLHEPTYL),,,,,,,,,,AGROSYSTEMES,GLOBACHEM,
FLUTRIAFOL + THIABENDAZOLE,VINCIT F,AGRIPROTEC,CHEMINOVA,FLUTRIAFOL,FLUTRIAFOL,FLUTRIAFOL,THIABENDAZOLE,THIABENDAZOLE,THIABENDAZOLE,,,,,,,AGRIPROTEC,CHEMINOVA,Not Approved
FLUTRIAFOL + TÉBUCONAZOLE,POINTER DUO,AGROSYSTEMES,CHEMINOVA/FMC,FLUTRIAFOL,FLUTRIAFOL,FLUTRIAFOL,TÉBUCONAZOLE,TÉBUCONAZOLE,TEBUCONAZOLE,,,,,,,AGROSYSTEMES,CHEMINOVA FMC,Not Approved
FLUTRIAFOL,FLUTRI 125 SC,RAYEN PHYTAGRI,SHARDA,FLUTRIAFOL,FLUTRIAFOL,FLUTRIAFOL,,,,,,,,,,RAYEN PHYTAGRI,SHARDA,Not Approved
FLUTRIAFOL,IMPACT S,AGRIPROTEC,CHEMINOVA/FMC,FLUTRIAFOL,FLUTRIAFOL,FLUTRIAFOL,,,,,,,,,,AGRIPROTEC,CHEMINOVA FMC,Not Approved
FLUTRIAFOL,RADIKAL SC,AGRIMED DISTRIBUTION,SHARDA,FLUTRIAFOL,FLUTRIAFOL,FLUTRIAFOL,,,,,,,,,,AGRIMED DISTRIBUTION,SHARDA,Not Approved
FLUXAMETAMIDE,GRACIA 100 EC,AGRIMATCO,NISSAN CHEMICAL CORPORATION,FLUXAMETAMIDE,FLUXAMETAMIDE,FLUXAMETAMIDE,,,,,,,,,,AGRIMATCO,NISSAN CORPORATION,Not Approved
FLUXAPYROXAD + PYRACLOSTROBINE,PRIAXOR SE,COTUGRAIN IMPEX,BASF,FLUXAPYROXAD,FLUXAPYROXAD,FLUXAPYROXAD (XEMIUM),PYRACLOSTROBINE,PYRACLOSTROBINE,PYRACLOSTROBINE,,,,,,,COTUGRAIN IMPEX,BASF,
FLUXAPYROXAD + DIFENOCONAZOLE,SERCADIS PLUS SC,AGRIPROTEC,BASF,FLUXAPYROXAD,FLUXAPYROXAD,FLUXAPYROXAD (XEMIUM),DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,,,,,,,AGRIPROTEC,BASF,
FOLPEL +BENALAXYL +CYMOXANIL,CIFOXIL WP,PROMOCHIMIE,SIPCAM INAGRA,FOLPEL,FOLPEL,FOLPEL,BENALAXYL,BENALAXYL,BENALAXYL,CYMOXANIL,CYMOXANIL,CYMOXANIL,,,,PROMOCHIMIE,SIPCAM INAGRA,Not Approved
FOLPEL +BENALAXYL +CYMOXANIL,FOBECI,INNOVA,SIPCAM INAGRA,FOLPEL,FOLPEL,FOLPEL,BENALAXYL,BENALAXYL,BENALAXYL,CYMOXANIL,CYMOXANIL,CYMOXANIL,,,,INNOVA,SIPCAM INAGRA,Not Approved
FOLPET+ FOSÉTHYL-AL,MIKAL FLASH,SEPCM,BAYER CROPSCIENCE,FOLPET,FOLPET,FOLPEL,FOSÉTHYL-AL,FOSÉTHYL-AL,FOSETHYL-AL,,,,,,,SEPCM,BAYER CROPSCIENCE,
FOSETHYL AL + FOLPEL + IPROVALICARBE,CASSIOPEE WG,PROMOCHIMIE,BAYER AG,FOSETHYL AL,FOSETHYL AL,FOSETHYL-AL,FOLPEL,FOLPEL,FOLPEL,IPROVALICARBE,IPROVALICARBE,IPROVALICARBE,,,,PROMOCHIMIE,BAYER AG,
FOSETHYL-AL +SULFATE DE CUIVRE TRIBASIQUE,OPTIX R WG,BIOPROTECTION,UPL,FOSETHYL-AL,FOSETHYL-AL,FOSETHYL-AL,SULFATE DE CUIVRE TRIBASIQUE,SULFATE DE CUIVRE TRIBASIQUE,SULFATE DE CUIVRE TRIBASIQUE,,,,,,,BIOPROTECTION,UPL,
FOSETHYL-AL + CYMOXANIL + FOLPEL,ANTEOR FLASH,ATLAS AGRICOLE,BAYER AG,FOSETHYL-AL,FOSETHYL-AL,FOSETHYL-AL,CYMOXANIL,CYMOXANIL,CYMOXANIL,FOLPEL,FOLPEL,FOLPEL,,,,ATLAS,BAYER AG,
FOSETHYL-AL + CYMOXANIL + FOLPEL,BELKAP EXTRA,AGROSYSTEMES,PROBELTE,FOSETHYL-AL,FOSETHYL-AL,FOSETHYL-AL,CYMOXANIL,CYMOXANIL,CYMOXANIL,FOLPEL,FOLPEL,FOLPEL,,,,AGROSYSTEMES,PROBELTE,
FOSETHYL-AL +CYMOXANIL +FOLPET,FOSBEL EXTRA,AGRIPROTEC,PROBELTE,FOSETHYL-AL,FOSETHYL-AL,FOSETHYL-AL,CYMOXANIL,CYMOXANIL,CYMOXANIL,FOLPET,FOLPET,FOLPEL,,,,AGRIPROTEC,PROBELTE,
FOSETHYL-AL +CYMOXANIL +FOLPET,KATANGA TRIPLE WP,NEGANOR,PROPLAN,FOSETHYL-AL,FOSETHYL-AL,FOSETHYL-AL,CYMOXANIL,CYMOXANIL,CYMOXANIL,FOLPET,FOLPET,FOLPEL,,,,NEGANOR,PROPLAN,
FOSETHYL-AL +CYMOXANIL +FOLPET,MAGMA TRIPLE,EL KHADRA,INDUSTRIAS AFRAZA/ALBAUGH EUROPE SARL,FOSETHYL-AL,FOSETHYL-AL,FOSETHYL-AL,CYMOXANIL,CYMOXANIL,CYMOXANIL,FOLPET,FOLPET,FOLPEL,,,,EL KHADRA,INDUSTRIAS AFRAZA ALBAUGH EUROPE,
FOSÉTHYL-AL,ALIAL,AGRIPROTEC,PROPLAN,FOSÉTHYL-AL,FOSÉTHYL-AL,FOSETHYL-AL,,,,,,,,,,AGRIPROTEC,PROPLAN,
FOSÉTHYL-AL,ALIETTE EXPRESS,SEPCM,BAYER CROPSCIENCE,FOSÉTHYL-AL,FOSÉTHYL-AL,FOSETHYL-AL,,,,,,,,,,SEPCM,BAYER CROPSCIENCE,
FOSÉTHYL-AL,FILAL,EL KHADRA,AFRASA,FOSÉTHYL-AL,FOSÉTHYL-AL,FOSETHYL-AL,,,,,,,,,,EL KHADRA,AFRASA,
FOSETYL –AL,ALLUM WG,EL MOUSSEM AGRICOLE,NUFARM,FOSETYL –AL,FOSETYL –AL,FOSETHYL-AL,,,,,,,,,,EL MOUSSEM,NUFARM,
FOSETYL –AL,ALU-VITE WP,TASMID,LIMIN CHEMICAL CO.LTD,FOSETYL –AL,FOSETYL –AL,FOSETHYL-AL,,,,,,,,,,TASMID,LIMIN,
FOSETYL –AL,LOTUS,SANABEL AGRO,NUFARM,FOSETYL –AL,FOSETYL –AL,FOSETHYL-AL,,,,,,,,,,SANABEL AGRO,NUFARM,
FOSETYL ALUMINIUM,CLEANER WP,FERTITECH,HANGZHOU TOPAGRO BIOSCIENCE,FOSETYL ALUMINIUM,FOSETYL ALUMINIUM,FOSETHYL-AL,,,,,,,,,,FERTITECH,HANGZHOU TOPAGRO BIOSCIENCE,
FOSETYL-AL,KEYFOL 80 WP,ETS MEZGHANI,LIMIN CHEMICAL CO.LTD,FOSETYL-AL,FOSETYL-AL,FOSETHYL-AL,,,,,,,,,,ETS MEZGHANI,LIMIN,
FOSTETYL –ALUMINIUM,STIN 80 WP,PLANETE VERTE,ASTRANOVA,FOSTETYL –ALUMINIUM,FOSTETYL –ALUMINIUM,FOSETHYL-AL,,,,,,,,,,PLANETE VERTE,ASTRANOVA,
GAMMA-CYHALOTHRINE,VANTEX,AGROSYSTEMES,FMC,GAMMA-CYHALOTHRINE,GAMMA-CYHALOTHRINE,GAMMA-CYHALOTHRINE,,,,,,,,,,AGROSYSTEMES,FMC,Not Approved
GARLIC EXTRACT,NEM GUARD SC,STIMA,ECOSPRAY LIMITED,GARLIC EXTRACT,GARLIC EXTRACT,GARLIC EXTRACT,,,,,,,,,,STIMA,ECOSPRAY,
GLUFOSINATE D'ALUMINIUM,GLUFOSAM SL,SHARDA CROCHEM TUNISIE,SHARDA CROPCHEM,GLUFOSINATE D'ALUMINIUM,GLUFOSINATE D'ALUMINIUM,GLUFOSINATE D'ALUMINIUM,,,,,,,,,,SHARDA CROCHEM,SHARDA CROPCHEM,Not Approved
GLYPHOSATE + OXYFLUORFÈNE,BROUT,SEPCM,AAKO,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,OXYFLUORFÈNE,OXYFLUORFÈNE,OXYFLUORFENE,,,,,,,SEPCM,AAKO,
GLYPHOSATE,AGRIATECH,AGROSYSTEMES,AGRIA SA,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,AGROSYSTEMES,AGRIA SA,
GLYPHOSATE,BLANCA,COTUGRAIN IMPEX,SHARDA WORLD WIDE,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,COTUGRAIN IMPEX,SHARDA WORLD WIDE,
GLYPHOSATE,BUGGY,INNOVA,SIPCAM INGARA,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,SOCOOPEC,SIPCAM INGARA,
GLYPHOSATE,CIBLE,AGRIPROTEC,NUFARM,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,AGRIPROTEC,NUFARM,
GLYPHOSATE,CLINIC,EL MOUSSEMAGRI,NUFARM,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,EL MOUSSEMAGRI,NUFARM,
GLYPHOSATE,DISS,PROTAGRI,UNITED PHOSPHORUS,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,PROTAGRI,UNITED PHOSPHORUS,
GLYPHOSATE,DRAGON,FERTITECH,SHARDA CROPCHEM LT,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,FERTITECH,SHARDA CROPCHEM LT,
GLYPHOSATE,FORTIN,ETS MEZGHANI,INDUSTRLQUIMICAKEY,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,ETS MEZGHANI,INDUSTRLQUIMICAKEY,
GLYPHOSATE,GLISO 360,EL KHADRA,SIPCAM INGARA,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,EL KHADRA,SIPCAM INGARA,
GLYPHOSATE,GLITAN,COTUGRAIN IMPEX,ALCOTAN,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,COTUGRAIN IMPEX,ALCOTAN,
GLYPHOSATE,GLYCEL,AGRIMATCO,EXCEL CROP CARE/SUMITOMO CHEMICAL,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,AGRIMATCO,EXCEL CARE SUMITOMO,
GLYPHOSATE,GLYFAST 450 SL,AGRIPROTEC,BRACLAY CHEMICALS,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,AGRIPROTEC,BRACLAY,
GLYPHOSATE,GLYFOSTAR,SLDA,SHARDA CROPCHEM LTD,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,SLDA,SHARDA CROPCHEM,
GLYPHOSATE,GLYPHO-CAP,NEGANOR FFT,HOCKLEY INTERNATIONAL LIMITED,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,NEGANOR FFT,HOCKLEY INTERNATIONAL,
GLYPHOSATE,GLYPHOGAN,SOCOOPEC,AAKO,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,SOCOOPEC,AAKO,
GLYPHOSATE,GLYPHOS,AGROSYSTEMES,CHEMINOVA,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,AGROSYSTEMES,CHEMINOVA,
GLYPHOSATE,GLYPHOTEC,STEC,AAKO BV,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,STEC,AAKO BV,
GLYPHOSATE,GLYSTER,SANABEL AGRO,SINON CORPORATION,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,SANABEL AGRO,SINON CORPORATION,
GLYPHOSATE,GLYWEED,ATLAS INDUSTRIE,COROMANDEL LTD,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,ATLAS INDUSTRIE,COROMANDEL LTD,
GLYPHOSATE,KLEEN UP,BIOPROTECTION,NUFARM,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,BIOPROTECTION,NUFARM,
GLYPHOSATE,MAMBA 360 SL,INNOVA,DOW AGROSCIENCES,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,INNOVA,DOW AGROSCIENCES,
GLYPHOSATE,MAYNOZATE,AMINCO,AGRIA SA,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,AMINCO,AGRIA SA,
GLYPHOSATE,NASA 36 SL,SOCOOPEC,ZENITH CROPSCIENCES/AGRIA,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,SOCOOPEC,ZENITH CROPSCIENCES AGRIA,
GLYPHOSATE,PHARON,INNOVA,NUFARM S.A,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,INNOVA,NUFARM S A,
GLYPHOSATE,TAYARA,EL MOUSSEM AGRI,NUFARM AMERICAS,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,EL MOUSSEM AGRI,NUFARM AMERICAS,
GLYPHOSATE,WEED KILLER,EL KHADRA,SHARDA WORLD WIDE,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,,,,,,,,,,EL KHADRA,SHARDA WORLD WIDE,
GLYPHOSATE +CARFENTRAZONE-ETHYL,AFFINEX,COTUGRAIN IMPEX,FMC,GLYPHOSATE,GLYPHOSATE,GLYPHOSATE,CARFENTRAZONE-ETHYL,CARFENTRAZONE-ETHYL,CARFENTRAZONE-ETHYL,,,,,,,COTUGRAIN IMPEX,FMC,
HALAUXIFEN-METHYL +AMINOPYRALID +CLOQUINTOCET –MEXYL,TREZAK EC,EL BARAKA AGRICOLE,DOW AGROSCIENCE,HALAUXIFEN-METHYL,HALAUXIFEN-METHYL,HALAUXIFEN-METHYL,AMINOPYRALID,AMINOPYRALID,AMINOPYRALID,CLOQUINTOCET –MEXYL,CLOQUINTOCET –MEXYL,CLOQUINTOCET –MEXYL,,,,EL BARAKA,DOW AGROSCIENCE,
HELICOVERPA ARMIGERA NUCLEOPOLYHEDROVIRUS,BOLLDEX SC,ALOHA AGRICULTURE,ANDERMATT BIOCONTROL,HELICOVERPA ARMIGERA NUCLEOPOLYHEDROVIRUS,HELICOVERPA ARMIGERA NUCLEOPOLYHEDROVIRUS,HELICOVERPA ARMIGERA NUCLEOPOLYHEDROVIRUS,,,,,,,,,,ALOHA,ANDERMATT BIOCONTROL,
HEXYTHIAZOX,ACRUX SC,AGROSYSTEMES,ASCENZA AGRO,HEXYTHIAZOX,HEXYTHIAZOX,HEXYTHIAZOX,,,,,,,,,,AGROSYSTEMES,ASCENZA AGRO,
HEXYTHIAZOX,CESAR,EL MOUSSEM AGRICOLE,"NIPPON SODA CO., LTD",HEXYTHIAZOX,HEXYTHIAZOX,HEXYTHIAZOX,,,,,,,,,,EL MOUSSEM,NIPPON SODA,
HEXYTHIAZOX,DIABLO,EL KHADHRA,INDUSTRIAS AFRAZA/ALBAUGH EUROPE SARL,HEXYTHIAZOX,HEXYTHIAZOX,HEXYTHIAZOX,,,,,,,,,,EL KHADHRA,INDUSTRIAS AFRAZA / ALBAUGH EUROPE,
HEXYTHIAZOX,DIABLO MAX SC,EL KHADRA,INDUSTRIAS AFRAZA/ALBAU GH EUROPE SARL,HEXYTHIAZOX,HEXYTHIAZOX,HEXYTHIAZOX,,,,,,,,,,EL KHADRA,INDUSTRIAS AFRAZA ALBAU GH EUROPE,
HEXYTHIAZOX,EXITOX,ETS MEZGHANI,INDUSTRIAL QUIMICA KEY,HEXYTHIAZOX,HEXYTHIAZOX,HEXYTHIAZOX,,,,,,,,,,ETS MEZGHANI,INDUSTRIAL QUIMICA KEY,
HEXYTHIAZOX,JALISCO,AGRIPROTEC,PROPLAN/QUME TICA AGRICULTURAL SOLUTIONS SPAIN SLU,HEXYTHIAZOX,HEXYTHIAZOX,HEXYTHIAZOX,,,,,,,,,,AGRIPROTEC,PROPLAN QUME TICA AGRICULTURAL SOLUTIONS SPAIN SLU,
HEXYTHIAZOX +ABAMECTINE,ROCINANTE,AGRIPROTEC,PROPLAN/QUME TICA AGRICULTURAL SOLUTIONS SPAIN SLU,HEXYTHIAZOX,HEXYTHIAZOX,HEXYTHIAZOX,ABAMECTINE,ABAMECTINE,ABAMECTINE,,,,,,,AGRIPROTEC,PROPLAN QUME TICA AGRICULTURAL SOLUTIONS SPAIN SLU,
HUILE D’ESSENCE D’ORANGE,OLEORA EC,BIOPROTECTION,UPL,HUILE D’ESSENCE D’ORANGE,HUILE D’ESSENCE D’ORANGE,HUILE D’ESSENCE D’ORANGE,,,,,,,,,,BIOPROTECTION,UPL,
HUILE DE COLZA,CODACIDE EO,AGRIMATCO,MIROCIDE LTD,HUILE DE COLZA,HUILE DE COLZA,HUILE DE COLZA,,,,,,,,,,AGRIMATCO,MIROCIDE,
HUILE DE PARAFFINE,OVIPRON TOP,BIOPROTECTION,UPL,HUILE DE PARAFFINE,HUILE DE PARAFFINE,HUILE DE PARAFFINE,,,,,,,,,,BIOPROTECTION,UPL,
HUILE DE PARAFFINIQUE,AGROIL BLEU EC,PROMOCHIMIE,SIPCAM INAGRA,HUILE DE PARAFFINIQUE,HUILE DE PARAFFINIQUE,HUILE PARAFINIQUE,,,,,,,,,,PROMOCHIMIE,SIPCAM INAGRA,
HUILE DE PARAFFINIQUE,LAINCOIL EC,FERTITECH,LAINCO,HUILE DE PARAFFINIQUE,HUILE DE PARAFFINIQUE,HUILE PARAFINIQUE,,,,,,,,,,FERTITECH,LAINCO,
HUILE DE PARAFFINIQUE,OLEO CAP EC,NEGANOR,LAINCO,HUILE DE PARAFFINIQUE,HUILE DE PARAFFINIQUE,HUILE PARAFINIQUE,,,,,,,,,,NEGANOR,LAINCO,
HUILE ESSENTIELLE DE THYM (THYMOL),NOPATH EW,NUTRIPLANT,KOPPERT BIOLOGICAL SYSTEM,HUILE ESSENTIELLE DE THYM (THYMOL),HUILE ESSENTIELLE DE THYM (THYMOL),HUILE ESSENTIELLE DE THYM (THYMOL),,,,,,,,,,NUTRIPLANT,KOPPERT BIOLOGICAL SYSTEM,
HUILE MINÉRALE,CITROLE,EL MOUSSEM AGRICOLE,TOTALENERGIES FLUIDES,HUILE MINÉRALE,HUILE MINÉRALE,HUILE MINERALE,,,,,,,,,,EL MOUSSEM,TOTALENERGIES FLUIDES,
HUILE MINÉRALE,INSECTICIDA KEY,ETS MEZGHANI,INDUSTRIALQUIMICA KEY,HUILE MINÉRALE,HUILE MINÉRALE,HUILE MINERALE,,,,,,,,,,ETS MEZGHANI,INDUSTRIALQUIMICA KEY,
HUILE MINÉRALE,LUMIERE EC,COTUGRAIN,TOTALENERGIES FLUIDES A TRAVERS KOPPERT,HUILE MINÉRALE,HUILE MINÉRALE,HUILE MINERALE,,,,,,,,,,COTUGRAIN,TOTALENERGIES FLUIDES A TRAVERS KOPPERT,
HUILE MINÉRALE,OVIPHYT,ATLAS INDUSTRIE,COMPTOIR COMMERCIAL DES LUBRIFIANTS/S ANGOSSE,HUILE MINÉRALE,HUILE MINÉRALE,HUILE MINERALE,,,,,,,,,,ATLAS INDUSTRIE,COMPTOIR COMMERCIAL DES LUBRIFIANTS S ANGOSSE,
HUILE MINÉRALE,PETROIL,SOCOOPEC,PETRONAS LUBRICANTS,HUILE MINÉRALE,HUILE MINÉRALE,HUILE MINERALE,,,,,,,,,,SOCOOPEC,PETRONAS LUBRICANTS,
HUILE MINÉRALE,PLANT OIL,STE EL KHADRA,INDUSTRIAS AFRAZA/ALBAU GH EUROPE SARL,HUILE MINÉRALE,HUILE MINÉRALE,HUILE MINERALE,,,,,,,,,,STE EL KHADRA,INDUSTRIAS AFRAZA ALBAU GH EUROPE,
HUILE MINÉRALE,SUNOIL,AGRIMATCO,PETRONAS LUBRICANTS BELGIUM NV,HUILE MINÉRALE,HUILE MINÉRALE,HUILE MINERALE,,,,,,,,,,AGRIMATCO,PETRONAS LUBRICANTS BELGIUM NV,
HUILE NON IONIQUE,GARAL EC,SOLAGRI,SYNGENTA,HUILE NON IONIQUE,HUILE NON IONIQUE,HUILE NON IONIQUE,,,,,,,,,,SOLAGRI,SYNGENTA,
HUILE PARAFINIQUE,SUSPRAY,SEPCM,COMPTOIR COMMERCIAL DES LUBRIFIANTS,HUILE PARAFINIQUE,HUILE PARAFINIQUE,HUILE PARAFINIQUE,,,,,,,,,,SEPCM,COMPTOIR COMMERCIAL DES LUBRIFIANTS,
HYDROLYSAT DE PROTÉINES,CERABAIT,EL MOUSSEM,EVIE MICHAAILIDES,HYDROLYSAT DE PROTÉINES,HYDROLYSAT DE PROTÉINES,HYDROLYSAT DE PROTEINES,,,,,,,,,,EL MOUSSEM,EVIE MICHAAILIDES,
HYDROLYSAT DE PROTÉINES,HYDROLYSAT-PROT,STEC,INDUSTRIAL QUIMICA KEY,HYDROLYSAT DE PROTÉINES,HYDROLYSAT DE PROTÉINES,HYDROLYSAT DE PROTEINES,,,,,,,,,,STEC,INDUSTRIAL QUIMICA KEY,
HYDROLYSAT DE PROTÉINES,LYSATEX,SEPCM,SYNTHRON SAS,HYDROLYSAT DE PROTÉINES,HYDROLYSAT DE PROTÉINES,HYDROLYSAT DE PROTEINES,,,,,,,,,,SEPCM,SYNTHRON,
HYDROLYSAT DE PROTÉINES,PROTEINKEY,ETS.MEZGHANI,INDUSTRIAL QUIMICA KEY,HYDROLYSAT DE PROTÉINES,HYDROLYSAT DE PROTÉINES,HYDROLYSAT DE PROTEINES,,,,,,,,,,ETS MEZGHANI,INDUSTRIAL QUIMICA KEY,
HYDROLYSAT DE PROTÉINES+BORAX,CERATRAP (EN BOUTEILLES OU/ET EN PIÈGES JAUNES),BIOPROTECTION,BIOEBERICA S.A,HYDROLYSAT DE PROTÉINES,HYDROLYSAT DE PROTÉINES,HYDROLYSAT DE PROTEINES,BORAX,BORAX,BORAX,,,,,,,BIOPROTECTION,BIOEBERICA S A,Not Approved
HYDROXYDE DE CUIVRE,BLUE SHIELD 25 WG,SOLAGRI,ALBAUGH.LLC,HYDROXYDE DE CUIVRE,HYDROXYDE DE CUIVRE,HYDROXYDE DE CUIVRE,,,,,,,,,,SOLAGRI,ALBAUGH,
HYDROXYDE DE CUIVRE,COPPER PROGRESS,AGROSYSTEMES,SPEISS URANIA/COSACO GMBH,HYDROXYDE DE CUIVRE,HYDROXYDE DE CUIVRE,HYDROXYDE DE CUIVRE,,,,,,,,,,AGROSYSTEMES,SPEISS URANIA COSACO,
HYDROXYDE DE CUIVRE,HIDROCURE WG,FERTITECH,ALINTRA,HYDROXYDE DE CUIVRE,HYDROXYDE DE CUIVRE,HYDROXYDE DE CUIVRE,,,,,,,,,,FERTITECH,ALINTRA,
HYDROXYDE DE CUIVRE,PATROL 50 WP,AMINCO,SPEISS URANIA/COSACO GMBH,HYDROXYDE DE CUIVRE,HYDROXYDE DE CUIVRE,HYDROXYDE DE CUIVRE,,,,,,,,,,AMINCO,SPEISS URANIA COSACO,
HYDROXYDE DE CUIVRE +MÉTALAXYL,CYCLO-R-LIQUIDE,EL KHADRA,INDUSTRIAS AFRASA,HYDROXYDE DE CUIVRE,HYDROXYDE DE CUIVRE,HYDROXYDE DE CUIVRE,MÉTALAXYL,MÉTALAXYL,METALAXYL,,,,,,,EL KHADRA,INDUSTRIAS AFRASA,
HYDROXYDE DE CUIVRE (400 G/L DE CUIVRE MÉTAL),HELIOCUIVRE,BIOPROTECTION,ACTION PIN/AAKO,HYDROXYDE DE CUIVRE (400 G/L DE CUIVRE MÉTAL),HYDROXYDE DE CUIVRE (400 G/L DE CUIVRE MÉTAL),HYDROXYDE DE CUIVRE,,,,,,,,,,BIOPROTECTION,ACTION PIN AAKO,
HYMEXAZOLE,TACHIGAREN,AGRIPROTEC,"MITSUI CHEMICALS AGRO,INC",HYMEXAZOLE,HYMEXAZOLE,HYMEXAZOLE,,,,,,,,,,AGRIPROTEC,MITSUI AGRO,
IMIDACHLOPRIDE + LAMBDA CYALOTHRINE,JUDOKA GOLD,SANABEL AGRO,ROTAM AGOCHEMICALS,IMIDACHLOPRIDE,IMIDACHLOPRIDE,IMIDACHLOPRIDE,LAMBDA CYALOTHRINE,LAMBDA CYALOTHRINE,LAMBADA CYHALOTHRINE,,,,,,,SANABEL AGRO,ROTAM AGOCHEMICALS,Not Approved
IMIDACLOPRID+TEBUCONAZOLE,GIZMO SUPER FS,AGRIPROTEC,NUFARM,IMIDACLOPRID,IMIDACLOPRID,IMIDACHLOPRIDE,TEBUCONAZOLE,TEBUCONAZOLE,TEBUCONAZOLE,,,,,,,AGRIPROTEC,NUFARM,Not Approved
